Index,Peak Name,Group,P1,P1,P1,P2,P2,P2,P3,P3,P3,P4,P4,P4,P5,P5,P5,P6,P6,P7,P7,P8,P8,P8,P9,P9,P9,P10,P10,P10,P11,P11,P11,C1,C1,C1,C2,C2,C2,C3,C3,C3,C4,C4,C4,C5,C5,C5,C6,C6,C6,C7,C7,C7,C8,C8,C8,C9,C9,C9
333,gi|17402900,far upstream element-binding protein 1 [Homo sapiens],1307713.06267303,1174882.76619251,1051829.86557758,2416923.93069434,1907365.50279643,1539292.88344508,1580942.822232,1760866.16896596,1586961.34702839,1005398.72601534,1560692.16528038,987281.635267461,1511900.50068554,1424024.39148947,937044.446023586,4043027.60694313,3335282.19831958,1190829.46274855,1369155.07985207,1896876.738841,1934078.47419756,1811421.82494703,1889473.60590233,1640991.96676071,1628666.17153649,1124698.48410679,1043617.80749988,861406.175214608,1306836.15650183,1255044.36502317,1134770.80179421,1355437.26106825,1087539.61338069,1220041.68929693,577137.796227084,744476.471739787,574443.051337007,1885662.24840447,1140464.1682445,1137759.48773918,1203489.4835458,1002700.41259396,1119051.59860628,1203657.92010855,1388385.64580725,1270392.48761187,827776.323499831,815457.013389252,868911.899803146,1511641.09363332,1343978.7665441,1382231.44926558,1052465.19516617,1155143.46156369,1151776.57527521,560220.314104796,700161.146001507,891175.733334295
334,gi|319918873,CORO7-PAM16 protein [Homo sapiens],577156.126554474,704570.822732596,765243.288704762,975285.016573686,1034716.20000865,918859.112432679,922255.843431339,553348.175168189,859592.424429114,438896.3476759,575293.739596588,502759.593373084,861973.281856688,511960.873712082,347165.218608813,1652610.2329101,820578.621916776,567809.568943358,953089.430227672,908167.744091023,592644.619391766,886425.314602595,405197.55601592,390150.105930048,371013.504426288,406838.213176852,420481.518431269,456191.637557106,973211.460762257,863793.509345966,801624.541152424,293144.015080374,444131.972009162,570198.25333468,464821.120972594,493690.277459894,338155.666762701,451405.040463799,796575.906959476,728997.248444312,482921.403052518,476651.671623866,419167.920324387,524227.865962038,775562.296266309,713921.293903425,448218.022680864,622007.764493571,479685.298168633,621145.030956554,739982.285814679,730516.014269901,839039.339382889,885084.39940643,778668.588063485,296927.174570923,313641.420179166,474651.866147383
335,gi|38201625,eukaryotic translation initiation factor 4 gamma 1 isoform 3 [Homo sapiens],358572.942171358,511112.033242622,342621.338125646,250313.715433635,326835.722743353,348711.395156522,394480.920411496,657522.482874146,630451.294623813,372761.080682294,309980.881977167,334996.568937006,440401.364317868,352598.661939577,348299.144530116,690219.075267245,194881.250115053,521451.884230513,646107.122276604,338671.462291195,398788.764416873,413079.942195478,464571.950045245,482516.454532905,436153.513982204,503511.383555488,329542.756304233,962149.231990824,424535.339992499,620560.887288928,824963.909236967,481474.656364832,254604.07101305,406038.447579974,221256.633640884,379531.193035257,213831.541080937,356423.614542787,352265.94940464,365349.657151845,369891.84170902,553126.0432766,702504.669975215,370929.123622208,690120.917547824,418432.725131236,245150.156516694,337594.153739092,351078.840345089,261816.539688945,375411.999673946,322686.386958524,311705.821196368,281509.239562175,318142.39262412,442386.987668755,205444.319074722,446379.643865611
336,gi|4826762,haptoglobin isoform 1 preproprotein [Homo sapiens],296909.01582444,296944.563641408,360859.723708195,480832.980658018,475930.105284552,232442.322764542,1050455.84899939,1439231.06882961,1246696.97472389,420773.495825354,371847.451204597,511881.253145855,4024541.19885497,4477260.40787605,5003726.38468571,487417.158686402,391701.316444257,251314.451299606,418792.429510293,461680.833888658,523356.265848858,403718.799111377,327775.278646963,435980.20775146,281013.964864516,528631.154397636,259644.509848165,366666.09295055,444965.946408132,506618.151574865,325259.615494781,639428.768215906,262217.161776553,373075.875818057,257317.104214767,157379.319056865,179511.903831509,245338.722497053,243681.677787843,214614.575253017,311432.039629188,205184.269459576,227308.330872054,266111.856066334,278377.916418125,228386.790610888,202812.803574291,270278.020716194,267304.770509742,354478.783411373,343921.543083672,377972.975004004,409525.591328172,468529.311264459,481021.391339943,699963.370053757,774677.016034301,729786.686409305
337,gi|63252900,tropomyosin alpha-1 chain isoform 4 [Homo sapiens],9428347.63736692,9494945.96254985,10990784.6084809,14462265.0141481,13220435.3948167,15544952.3917675,20141250.8579377,21046751.1837512,22589137.1386971,17286627.2839632,18557853.3601293,23384568.5126384,13265156.7209273,16601494.5991975,13545599.6149362,12674395.9610658,6590499.42156518,11453106.3851885,18334396.4282001,14225458.6650888,14739626.7440621,9829749.56631172,38591104.6148234,35256857.2786832,30757975.0661598,25356541.5304857,26626910.0080759,26331231.7188581,13106849.8377381,12913937.5319641,12816628.6050005,26881858.9014447,33452916.353805,34963392.9496464,50233346.1344474,47886816.2683158,42845751.2814873,26024535.996568,23360899.0520791,23033842.1381977,26183282.2490972,26005677.3880273,27875199.8142927,13630351.5350089,15681109.8092017,14101539.842852,20752134.1563592,22931102.3939275,21664578.6944589,18171731.9833201,18675033.1499441,18530163.8695592,12075570.8897877,11142491.434748,12948288.2770148,66911737.5252131,67185195.4427934,52250712.6481856
338,gi|21361399,serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform [Homo sapiens],1484740.15581972,1105722.96416412,1169280.14251867,952551.366241285,827122.777907093,1095567.55285598,808614.342489834,1030589.85538976,1245120.99615495,1019914.93527614,1111283.46323229,1051589.9728509,1059573.18172041,1097786.84504421,821431.124475941,3600946.12099946,1504557.96708235,1215207.73789513,1207489.45382028,990569.003381937,1058000.32628179,1080568.97730381,2224139.90848591,1946572.90500399,2510495.39645004,921091.22843372,810039.261587687,713870.227638998,1067516.7244623,1202010.95368005,1128355.69574129,1591989.93581326,1510499.49902554,1418559.51681797,1342145.14106326,1562096.84191108,1622730.00431183,846001.063421502,1179555.42652845,1138778.72501769,1426097.61853818,1207286.67699761,1285525.957012,989349.73664754,892297.013680757,1154548.43794845,1013109.44841951,926194.957282284,1161114.84430593,1312796.61684624,1321719.17471938,1398508.0430905,1026841.92854822,995780.763622689,1078472.89359143,1491092.59055349,1415182.72140986,1492022.52789413
339,gi|54112121,splicing factor 3B subunit 3 [Homo sapiens],499088.384892905,601268.128034557,695061.891735144,630735.716820013,726329.843021921,537035.048990982,235605.691895151,275933.060386286,279179.802777144,183447.505666241,276915.185208515,213896.86169354,368793.536084253,316751.059595933,283689.621368239,1118498.37640613,910606.032062015,568485.227815297,407758.56876269,544696.950433531,602775.033720944,592898.859978045,240786.483812153,380052.259065083,199349.259847585,460102.361082309,411278.624287937,386336.604450237,731743.0639075,557124.476674818,553193.977244652,221883.231034408,307736.003454846,329923.536597314,220196.787478875,191852.667558914,372682.358448862,278826.857711133,289074.32513288,313779.338123175,394186.763458282,400024.281058306,279252.753483608,610685.348569163,519956.903246174,625672.076844589,245841.432518397,332845.365613706,295686.909150689,349465.342229127,342499.74855274,307953.04803265,593669.098151047,521824.223511859,560157.380825429,210792.260735163,363123.066381946,450667.768481206
340,gi|91208437,GEM-interacting protein [Homo sapiens],93203.6746123265,72405.5154251159,35238.3320934794,126980.084846281,108208.357502661,115252.062707148,101921.541128757,65824.3911122654,71423.0631233412,109792.96105746,50590.5316921294,79367.1522571162,92274.074056564,58333.4337532355,111558.147323547,254012.080758413,209184.986527827,134706.477941254,123933.892026872,139685.822463339,127329.595524942,152178.940895443,91947.6417163617,107343.377669344,189779.161815049,125475.098699703,103520.980033145,103166.733860274,114618.381909953,95713.6009785863,83000.2586486099,127853.344076905,78736.3149976087,87387.4551771311,88374.7351495849,87082.6728358108,103562.137175914,86643.7841129902,93089.3836300767,96561.0221525838,111609.379257751,58490.4905240441,129814.017199554,92160.0038389649,117396.425795304,86038.4622831394,84015.1812248185,112665.443401103,109778.535906035,109795.456384392,96091.8254458684,104540.28819127,115599.494853031,99098.0210176468,132264.770690402,115249.89653018,35905.3254323682,92649.7260258059
341,gi|31543380,protein DJ-1 [Homo sapiens],2295026.47159774,1197539.96703769,2076842.09673609,1906183.94759081,1915870.2489509,2301747.61080848,1742843.87151865,2209697.10565866,1893126.33633872,1976688.23023937,2075520.52862115,2186250.16259158,1452938.2489271,1759692.6490441,1770574.95969305,1819114.25035275,1353919.68363618,2176387.46393964,1919377.10403756,2333038.73495328,2417708.15063678,2482791.20315881,2192268.16077145,3623673.54286457,2460905.62897792,918492.403464111,1014705.45134746,947523.461981715,2043556.16799331,2230085.11086268,2126638.46865597,1580914.4767099,1421825.46199091,2476111.37259481,1647085.62243302,2489402.99067421,2593580.26151792,2233090.28608838,1411022.15144674,1452509.78385672,1229106.04714852,1393584.06873376,2277031.99857817,1999365.81767922,1807937.14016904,2042781.96765041,1400659.97609539,1389410.98070855,1344520.21274381,1438495.36918809,1386216.94821702,1276492.01062263,1685870.68010627,1650698.93843118,1744241.07516042,1677315.49442909,2597069.74343261,2910059.01477657
342,gi|148352331,septin-7 isoform 1 [Homo sapiens],2334490.97246153,2535155.9356318,1783338.06919504,1799101.96791386,1936667.28297618,1969470.04742547,2000665.45683929,2158562.30019991,1988231.48590351,2924540.10997705,2926088.65687116,2914519.32358938,1524455.67056303,1567885.84397461,1295172.31805228,2818949.88385691,1902799.69666219,2276358.26497395,2548781.82957502,2171521.05119076,2249488.21319885,2317802.07329845,1169225.08055765,1618428.88137532,1202172.86678731,2432199.79619008,2425301.38338058,2380633.32119488,2949306.62166453,3021477.59986259,2957663.99007229,1826095.52449112,1978685.98858932,1938906.2946025,2010053.52010393,1945139.7331056,1886891.6111837,2534795.00597076,2480367.11872164,2588735.54335719,2707697.31532722,2514566.88094372,2598885.08251406,2076038.62563443,3040291.29012868,3068107.07307859,2823109.61374602,2799126.98418291,2878404.86401025,2086711.9674756,2176561.60016543,2285004.71624423,2709009.4677708,2723617.65106906,2681240.49168018,1272317.35569305,1413505.24342702,1326160.63000298
343,gi|4503593,epidermal growth factor receptor substrate 15 isoform A [Homo sapiens],384001.692073524,369021.025512528,723379.623708024,232580.393056271,305297.712654142,296607.916775519,350780.495420756,347668.530445483,456020.157455423,464513.157960444,515392.974951127,486291.767417707,258999.78518827,301733.185502705,306703.200553303,575945.015426831,320609.867739459,378172.458467324,347309.934376168,352161.15736185,349628.767612467,357570.451717826,705301.239792318,708344.372453099,707187.495061181,392075.948191097,453617.65199856,460480.394495083,231663.793239864,516622.074217769,473325.767149878,593039.594498785,517067.850228777,490807.291341662,461409.709687629,479217.781867001,422589.981199852,384152.293005463,448893.809448763,393353.417737961,545692.042494479,527530.892680386,431358.193746137,229507.527150769,221419.756909884,270335.448996144,570284.469583614,422861.002541817,415238.683837919,305428.49471562,530118.619672413,544313.480908216,405207.598911341,213744.166689063,262701.797699719,457561.079300811,559091.641893342,624698.157624593
344,gi|4504271,histone H2B type 1-C/E/F/G/I [Homo sapiens],62561240.4187177,67643395.6907494,89258176.084873,53132711.8737541,55282735.6006651,56506904.8340695,40003200.997311,40615456.8043728,43872008.4872014,35397037.2570558,36129598.4084225,33750172.9983831,27318567.8325402,28028947.9262627,29936525.2627144,43169072.7427446,32011727.2431724,48789896.6993518,52176340.4469935,58822359.1248063,62978202.432267,65954973.5452012,43407426.0525756,42502449.1729062,42872057.1161244,36213352.7018498,36598811.6230209,36545591.1983458,60780595.4933144,55949845.4373357,59295702.0613995,32774973.9199109,34040604.8490269,33626346.995168,18831880.2760732,19116962.4485419,19126602.0505241,32123786.3797305,35767696.1791093,32855591.1375679,29909951.1227221,26362329.9095841,27371148.595779,56248754.9779156,51825288.2410592,55395011.6822676,34763561.2681647,33402612.7799018,35450598.9832652,40522133.7051673,43149630.4939502,47368758.3046512,55288116.6627356,53007733.2138444,56552295.4982127,24034308.2676291,24648011.9707969,28727975.0591432
345,gi|150417996,ubiquitin-like modifier-activating enzyme 6 [Homo sapiens],272353.541558117,308353.254808137,289044.742927263,99174.7208246746,90937.8211980321,128407.929215067,93016.8769789739,192359.123906702,104050.092522953,91216.607590899,147088.230264419,99399.0859716492,91058.4352299025,130716.268482798,138456.96737572,413538.060464139,422960.483720607,270149.198309624,236836.64920761,129843.993623181,109909.168314435,123364.225773845,145632.949801969,388959.096255525,160509.617663116,184801.21088797,181427.063110499,181876.317137807,239321.421284342,280911.307425128,275554.295224007,159398.455215756,182639.201928119,288318.287901449,208825.758603524,124069.586610227,165398.908073086,366238.334844533,702765.622788611,220601.114043342,247682.74872423,183103.323767331,189728.931452308,230750.013094941,205726.203466272,227954.088682356,146259.866939676,149944.975247675,160642.253239409,259679.256861306,243478.995149434,260962.727958075,297985.924115022,247405.406957249,339254.112611982,284371.742379581,212098.924769468,326999.058364798
346,gi|510025468,cAMP-dependent protein kinase type I-alpha regulatory subunit isoform a [Homo sapiens],1464841.71643746,874745.704577956,809462.610789017,900923.351840074,888425.517546452,790003.873955482,1228823.66919297,1048673.71791437,1342583.40318919,1659617.56543316,1810135.85479397,1681710.24827295,1084173.44962977,1061588.45795351,625294.582430488,2128915.07446879,1611087.10522043,1003100.13559556,1164954.50917271,887857.933866758,852932.476232196,854487.55255764,1241911.09360303,1013644.8971359,1312839.32885441,1117119.42671126,804474.848469725,1232104.16295942,1240194.87906505,1301286.32056297,1302155.67719183,1258187.99913244,1195160.07241079,1435725.04055887,1296505.66902577,1170323.56872851,1265856.03938476,1311522.33717537,1191004.58235872,1320952.90286164,1434039.26380222,1390897.34238093,1654600.70384676,1026749.30579686,1650518.89024228,1483508.57779743,1659837.53436383,1719412.8431145,1506929.37804125,1236605.72279411,1215106.08648643,1179779.37007702,1156563.86519779,1378442.11461226,1536765.57790495,899075.922322452,993135.757548731,988259.884316151
347,gi|21618342,signal transducer and activator of transcription 5A [Homo sapiens],671865.388627917,820673.404340555,880139.53464122,1467473.22421412,1379625.68395242,1381027.53518947,1162073.04961028,1316392.27183425,1440964.00758815,694527.439166042,424620.289075322,1047825.45774311,1615182.86997832,1846664.29449527,1672172.75530225,2248159.25939883,607231.908475497,1041888.0873829,1050692.04863597,1305568.32287613,1264397.90544356,1238941.57517924,1070241.21927812,1005922.69669482,1110916.9552606,830008.10590729,1413978.15453225,1425702.03907267,874562.390090271,1031850.48384634,876830.213554622,840458.291620345,777623.66193797,316092.462733328,958581.530766028,1054630.48210663,1083415.5162151,466729.718251556,1390941.1650066,1361741.25570299,995645.34474035,965196.507659093,1001639.48595507,1116394.01807148,1150978.05635011,972047.008908882,1005949.66551745,1194975.96168487,1282118.20513458,652746.17055069,992721.488033719,854858.884856043,740036.191563371,733692.03667492,796617.810882217,1086199.19451122,1147423.83799633,370929.020023534
348,gi|156071459,ADP/ATP translocase 2 [Homo sapiens],3022559.91691469,2894394.45157781,3080807.24212188,1955207.26289797,2031893.00409941,1883608.31791828,953283.650478442,1379414.91809783,1130349.83822935,947449.698030314,1215014.24224244,1086664.43821296,1226281.89360478,1045072.78741906,1266422.3991781,5074490.44905808,2012870.93254099,1568629.98185332,1668515.9823051,1155379.47511877,1414415.42784399,1233565.83613642,1213601.36500709,2145115.34528982,1489820.05250923,1921825.1777807,2309265.07783581,2082354.24724807,2027416.04180952,2182327.08920398,2256771.81989028,809461.69674044,2195047.79152036,867696.787559088,1203356.90819772,1116538.49164938,1176654.79008485,1042271.48345267,1070590.2343912,1354324.26555725,1417617.69697621,1099948.27559368,1099011.85184485,1997391.22871483,2338659.977095,1958537.07657617,960882.113634136,1200192.05266945,1064152.41259073,1383581.79782971,1651206.5894266,1626483.98797163,1556626.33057766,1905562.29161821,1773084.87505817,998797.770472165,735320.637050061,772962.673456819
349,gi|94538362,flotillin-2 [Homo sapiens],605542.845581677,598592.169012342,435547.864276829,444112.686540845,538152.96421237,333122.374955387,534580.354248252,612024.013021732,682834.088384062,758616.370878539,348845.363443563,464348.416283548,520557.398693284,576539.668814164,580334.063560584,961688.213755892,739433.679657068,645535.422283276,466346.770068807,532798.359969159,533469.460854523,562580.779777597,442174.082907842,428817.989943668,480417.43739292,533218.29341297,628644.645898802,524437.901824107,536225.393552348,502528.99160437,516703.16585889,435818.943717351,378626.650194246,458523.719154946,461353.466903847,362790.966667498,264321.676810203,481990.133278783,419850.39241928,530732.236371747,544794.59317125,453447.874269419,582572.704738815,515801.157408452,418350.019814039,507703.479771551,497820.512459859,625836.959331822,663880.316341213,493363.542954673,526625.634982324,461492.423604165,385805.074021936,531575.405825159,323546.394330235,231445.583635986,322774.445568717,496773.995066901
350,gi|5031699,flotillin-1 [Homo sapiens],538733.669030919,460494.122599829,484740.957715907,374666.882516504,370054.397489372,293091.778676822,432935.149338509,510655.246416391,482722.274973322,490166.723424332,536538.72721288,487880.06505393,351879.683671102,496708.249339597,373062.67377466,961400.428265924,521535.735755679,332914.673032249,533365.566454473,317372.718104988,498812.713800411,462202.264568674,301592.77987497,343405.834558789,294660.836225478,364138.065333605,497946.536063823,424493.329833429,511963.30548846,443882.186753285,458179.102420644,347322.862685228,360778.720810482,376143.0971447,372771.77379168,366447.021968391,357939.315259632,467970.465693517,427595.383699239,490309.710307428,394118.312903238,349669.762697799,387718.013304837,431981.361377898,493641.673109463,601522.449822212,436616.264612745,439662.544066856,626600.837424179,359066.588011797,440330.88004291,464819.150211472,424596.15767281,488128.625867653,520644.617749203,315619.861618131,319872.910165093,356025.475112854
351,gi|85815829,SH3 domain-binding protein 1 [Homo sapiens],667012.254738986,603019.812259423,681677.115829097,682024.990068496,750967.825122053,615207.179344619,392727.23269618,537798.349798318,568622.677416185,650676.601714216,642195.724486599,585665.345932285,318378.875360918,241647.515375674,342135.774627252,1413273.76102449,490349.587423698,655773.12197959,692469.535311583,642496.54655539,443013.05681921,522650.217684657,517648.07880549,554994.038498419,532742.203317057,404049.673676646,463830.736229515,476614.423353688,727015.454991858,792449.947573871,764067.879039555,727584.350735903,834071.819176269,653498.934058795,349474.33442235,359789.807972032,335537.743959605,532178.519450231,546944.258093865,530236.004124274,594646.344330856,691549.951815168,699000.908284819,490449.761045218,475139.574540597,624393.589357939,599305.157793117,449812.61085698,435275.602129242,811308.862053389,749986.392224115,759810.327793517,527790.503429206,592849.229531926,552833.234607106,428914.679875065,455070.440433608,384357.574735075
352,gi|15431301,60S ribosomal protein L7 [Homo sapiens],3044691.52079577,2932508.02648749,3069043.75113753,1908186.78124465,1932396.11924368,1835648.87266834,473342.57547966,739976.706234138,490873.095956018,500702.535736477,511320.784079683,807971.029986187,820115.50426291,819062.674012792,822288.496317843,1892309.26358103,1703786.51930103,1033706.78751539,1217029.80740875,1247093.01134258,1188024.28882646,1242702.52185294,492811.251705013,489951.704983445,474309.182744828,1409539.70208484,1344728.49674235,1390224.66555506,1847855.25995497,1509022.51116366,1678259.92554752,610989.697421726,554945.35541714,813555.548103078,461447.851013849,593878.594087045,561664.453557753,798251.65292884,828620.193799702,936678.467021761,664825.220382206,398873.307386834,399663.409201778,1624480.42863872,1773406.80069862,1802776.18144936,711680.566853018,724542.142387043,740233.690382759,879000.672631475,886649.647189559,922826.046327267,1532151.94761863,1436443.70468238,1452477.49805329,585841.578760542,456680.085695585,593230.131247261
353,gi|4505541,general vesicular transport factor p115 [Homo sapiens],459875.683208587,300517.413055362,347129.466371557,374673.771335107,398170.28764008,321730.285794314,386726.771302774,310758.215755926,324391.32693486,355985.355167581,376868.288179578,370402.419403607,410617.809474321,331573.102797232,360907.412123631,540228.949224562,251497.78889561,391138.669822835,357081.970701733,384045.555310361,303372.633970137,353240.81115919,527467.301048272,422579.276487457,480897.103128675,379501.585796312,469678.111838057,339701.101937882,523622.545029508,438529.781342633,348223.559467906,475295.856716267,509932.540098248,687815.248279392,281487.977429927,309209.509307281,319272.385332039,425321.761517968,472077.10823594,385397.272454248,324353.956414197,305538.110999081,394118.777763563,322524.067576631,368760.758168847,366777.093270173,393342.993493446,417919.957029247,396675.14598499,528767.020289251,521146.700544877,498429.58955647,348046.742379939,428599.141423635,386005.553267287,337084.297306806,360087.956134275,364882.059588444
354,gi|4826659,F-actin-capping protein subunit beta isoform 1 [Homo sapiens],4699225.65089266,4900118.48354748,5964138.72288358,4143869.92529722,2878634.93939986,3849076.66397727,3994639.11259592,3224627.77294047,3090981.72339249,3367088.34359556,3561441.26003525,3606850.04545936,5311791.48825163,6274580.71180268,1337509.83969307,6951244.85670681,7614130.28573135,2722939.87749948,3231879.16892442,2605855.10092377,2883459.57376137,2643655.50475839,2274607.97230278,2490557.34055617,2870059.2561007,3371405.22627044,2143466.21788635,2176515.2359153,2806169.41915092,2528003.40500887,2750835.44372722,2878296.10403768,2586074.8482057,2831561.67553241,2007724.60216513,2156675.90860714,1822503.88904244,4129928.34780547,2945933.7788482,3069922.64506942,2777811.96452743,3362071.39953689,3400943.69058448,4842029.69903117,5313105.70923343,4695523.79369579,3004165.05839876,3529849.23163072,2239799.0205771,2775709.96588298,2749889.48112704,3173565.26569137,2285179.63310449,2724368.1398759,2731028.88324205,1507549.50817672,1779477.51761439,1593832.16080839
355,gi|157779135,"succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial isoform 2 precursor [Homo sapiens]",702258.732701376,789300.821706641,681817.065771515,549857.057086951,586375.311946519,427510.048730501,420648.727547535,285042.404238595,356613.567843769,484711.051038624,452977.901263611,501629.314504438,262893.851986727,270769.643315405,345517.928850722,748423.500261878,1082956.77611247,543540.055084555,582887.834302407,496860.116029185,526426.920032301,478070.642643602,711534.207343541,707429.958456143,860308.897222238,393589.688410712,440562.158410198,391835.756291483,650030.552657002,746956.654184101,722192.273036693,568198.756202005,584260.470796104,446375.635980603,352400.771453332,288273.957682377,361998.012353353,730411.894302412,440293.350194113,506045.150276017,587517.413831055,754067.706250331,630572.066730938,653016.22914894,701322.899601791,683065.093354217,423225.841846793,548538.557600341,478803.345446285,708585.058301391,998133.897105578,711290.44697492,786392.048484526,754268.640739497,791992.421159284,285190.628250478,410819.507637594,361847.64643782
356,gi|291327504,synaptotagmin-like protein 4 [Homo sapiens],187988.915163531,272165.5216287,271509.168613773,659833.458626311,193246.765738831,240168.709417059,577075.494642965,306388.098255609,433183.208498597,429754.436772991,309109.934863761,267840.846388345,441058.081211479,508314.033725149,423380.511514381,602985.256319556,591334.910940964,349955.965358172,455120.901591484,377342.116265104,416402.757997016,230043.166568938,268687.688687215,298712.711987419,295177.79788379,608173.172903594,706856.627878905,365355.952593231,290567.223244812,285612.360377258,298017.765450976,331671.960917868,397119.34901368,249087.500923925,466455.697182741,476397.049425851,501006.004477264,372095.6794132,348868.969567151,431640.244490194,473599.086747079,697878.601410667,737887.683813905,387334.460470148,230644.056504889,317750.408280303,491161.158416395,505537.129647393,485532.5849721,268569.382699247,327434.360855961,400626.522066458,302841.971458514,347705.156716424,259017.52230077,571024.012530555,507884.972113709,575323.295328515
357,gi|47157325,protein kinase C delta type [Homo sapiens],412733.533158723,386604.492149182,460439.93434967,174522.277747348,138948.05917931,375303.192826252,257466.115990952,181812.041265556,232943.905279883,333567.431490801,354774.945780153,341634.826297708,228079.560744723,191628.062679585,171933.001228119,402507.831236311,219745.913114868,385018.388549862,447327.727208671,250569.214396189,360634.624859827,299948.379858934,193915.226965186,138959.042100072,213141.998361553,509324.036957349,424434.626732745,408843.35744103,424040.938506956,412129.227146271,437958.855301246,312722.430337951,215556.866037703,335720.110024074,267213.805917683,309196.529429032,332454.032956709,337132.881557725,307671.683302485,327309.417549612,356574.587726463,394903.796934434,393751.519325849,509666.869592944,430637.896582055,376585.031931783,378128.672676638,335614.309832804,371972.885549784,449320.092630794,451797.385871974,371896.028646959,478132.378739235,434852.562086066,447739.475793585,254755.787249543,248731.284664266,276503.261160759
358,gi|431822408,heat shock protein HSP 90-beta isoform c [Homo sapiens],11226266.4942407,9901670.69574771,9339234.49697795,10803231.7560679,11233011.4793653,10488266.7098907,13314136.6926439,10766663.2138614,10583837.760198,9245609.37359971,9414941.72846428,9027189.94045541,8036609.2986373,8774749.5396954,7280094.99007145,2848514.77837456,19924571.5345189,9028381.82086249,7877340.904765,11096161.6986343,10329718.5311487,10741002.8823896,17716156.1507987,18054071.8818626,16006595.5968022,8084578.67159666,8084623.27679019,7870115.80176133,9501993.24979435,8202994.50714553,10107661.4768348,11304009.8633764,11779832.7230421,10183256.6074124,4936500.41032801,5071762.94039362,4519922.31417223,9372711.8074385,9859601.11416345,9638073.29316787,7632371.01433712,7586455.14850662,7305102.66993829,8502561.15747417,8940604.91881941,8686686.94622355,9625751.77026592,8029939.05975711,8217119.89279246,12055505.7322325,11835052.4585321,11978355.5999726,8867025.66729264,9110913.54827111,8820452.70094398,6185042.10429245,7811560.55443531,6810386.86676024
359,gi|4502107,annexin A5 [Homo sapiens],3339808.18378139,3782357.59181167,4127636.78298129,2274910.70075958,2516771.51910986,2514456.85287063,3473515.83005768,2953273.7579132,3207489.49752964,3015248.05621321,3160403.78903085,3319852.75056089,1055179.4938901,1332661.86415832,1640733.37015057,2927975.9934299,518610.861710952,3215393.60585954,4066409.77785267,3584392.66154791,3704095.997014,3623679.98865188,5498914.57191643,5177793.90522482,5416831.2715988,2936405.16302309,2552032.68075161,2706473.94716427,3749123.00596367,3724353.22989562,3381079.00979504,5572934.24161121,5824017.33274732,5539042.0743715,2434216.45105417,2426843.92817987,2777766.9116751,3090279.89629639,3234912.23831038,3501723.37540698,3396949.11661015,3664072.36625174,3630545.99545655,3476346.97143779,3441832.66437084,3495922.17837617,2472219.4679514,2651048.19003361,2642937.40615651,5202433.26356422,5063625.41085711,5105579.51241081,4044425.41282606,4320485.52544624,4802867.22825459,3385103.50047314,3784670.75870642,3934118.15383182
360,gi|308818195,dihydropyrimidinase-related protein 2 isoform 1 [Homo sapiens],1592783.12332083,1521984.78121486,1296962.3282135,1056468.07853972,1014741.11890999,1180027.40853844,862212.207005266,942935.374384001,998447.958971214,1171804.37822072,1436414.31161252,1080540.35699861,950443.454030698,1041309.10706845,1020820.89971549,1701580.92538292,1302755.49719817,1008247.71022466,997925.796671892,1174402.68945563,1169643.47706918,1139245.00909111,676301.475094917,546373.994675377,713165.822454842,1376876.96200429,910761.827739301,1289618.55868639,1316029.73501193,1377492.92527227,1157304.36583209,857724.28059142,652297.328542569,778019.836079879,822083.399706498,591234.763843688,809613.257491509,990306.647768903,997398.016129187,1215463.91607443,832912.428875941,682421.802446612,624076.862893332,1362528.20582616,1033377.17261171,1057623.53271447,1123240.64397247,1166890.75463444,1246531.69640543,1159740.53862568,1137201.30063601,943041.264216863,1210384.54927123,1597430.86382932,1308284.89812457,850857.174232271,936110.204618206,886493.954586093
361,gi|237681111,sodium/potassium-transporting ATPase subunit alpha-1 isoform d [Homo sapiens],811686.41759709,862322.256391315,567987.19212344,725980.512408271,713401.091398119,767535.794824359,468083.079168156,576355.703688702,502317.973120522,492785.310218178,574594.953593284,480397.212993781,426315.253787794,507846.867317578,487443.431444231,549149.930893402,1146691.58178297,716408.100692132,598151.376987753,766059.395675959,830614.68095083,675623.705465046,401510.072154959,273790.518048641,258114.178785044,475846.707710256,555474.179114313,558275.454155356,740703.290180119,774231.350898778,724233.317056517,342041.493504435,277629.729582967,297725.882944301,345972.673405134,341818.450477508,341765.399843826,531686.615773325,493773.825365234,595350.180262609,414567.863518963,300549.912616776,398832.980293309,762826.337433782,826424.78111813,932114.523354957,642158.475216724,571677.663520002,606032.123221261,575226.322082806,551688.598319427,529345.932648731,801498.84712732,857049.783215859,873597.702049302,304469.059397243,598758.170917861,452311.407713725
